old_id,old_tag,old_text,old_class,candidate_id,candidate_tag,candidate_text,candidate_class,id_similarity,text_similarity,class_similarity,tag_match,is_correct
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,react-burger-cross-btn,button,Close Menu,,0.39,0.19,0.0,1,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,add-to-cart-sauce-labs-backpack,button,Add to cart,btn btn_primary btn_small btn_inventory,0.77,1.0,1.0,1,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,add-to-cart-sauce-labs-bike-light,button,Add to cart,btn btn_primary btn_small btn_inventory,0.81,1.0,1.0,1,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,0.81,1.0,1.0,1,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,0.77,1.0,1.0,1,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,1.0,1.0,1.0,1,1
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,0.54,1.0,1.0,1,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,inventory_sidebar_link,a,All Items,bm-item menu-item,0.27,0.3,0.29,0,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,about_sidebar_link,a,About,bm-item menu-item,0.3,0.38,0.29,0,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,logout_sidebar_link,a,Logout,bm-item menu-item,0.25,0.24,0.29,0,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,reset_sidebar_link,a,Reset App State,bm-item menu-item,0.3,0.38,0.29,0,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,,a,,shopping_cart_link,0.0,0.0,0.32,0,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,item_4_img_link,a,,,0.18,0.0,0.0,0,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,item_4_title_link,a,Sauce Labs Backpack,,0.22,0.33,0.0,0,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,item_0_img_link,a,,,0.18,0.0,0.0,0,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,item_0_title_link,a,Sauce Labs Bike Light,,0.22,0.25,0.0,0,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,item_1_img_link,a,,,0.18,0.0,0.0,0,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,item_1_title_link,a,Sauce Labs Bolt T-Shirt,,0.22,0.35,0.0,0,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,item_5_img_link,a,,,0.18,0.0,0.0,0,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,item_5_title_link,a,Sauce Labs Fleece Jacket,,0.22,0.34,0.0,0,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,item_2_img_link,a,,,0.18,0.0,0.0,0,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,item_2_title_link,a,Sauce Labs Onesie,,0.22,0.21,0.0,0,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,item_3_img_link,a,,,0.18,0.0,0.0,0,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,item_3_title_link,a,Test.allTheThings() T-Shirt (Red),,0.22,0.23,0.0,0,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,,a,Twitter,,0.0,0.22,0.0,0,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,,a,Facebook,,0.0,0.21,0.0,0,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,,a,LinkedIn,,0.0,0.11,0.0,0,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,,select,Name (A to Z)Name (Z to A)Price (low to high)Price (high to low),product_sort_container,0.0,0.21,0.36,0,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,react-burger-menu-btn,button,Open Menu,,0.27,0.2,0.0,1,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,react-burger-cross-btn,button,Close Menu,,0.27,0.19,0.0,1,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,add-to-cart-sauce-labs-backpack,button,Add to cart,btn btn_primary btn_small btn_inventory,0.47,1.0,1.0,1,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,add-to-cart-sauce-labs-bike-light,button,Add to cart,btn btn_primary btn_small btn_inventory,0.51,1.0,1.0,1,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,0.62,1.0,1.0,1,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,0.47,1.0,1.0,1,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,0.54,1.0,1.0,1,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,1.0,1.0,1.0,1,1
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,inventory_sidebar_link,a,All Items,bm-item menu-item,0.24,0.3,0.29,0,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,about_sidebar_link,a,About,bm-item menu-item,0.25,0.38,0.29,0,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,logout_sidebar_link,a,Logout,bm-item menu-item,0.22,0.24,0.29,0,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,reset_sidebar_link,a,Reset App State,bm-item menu-item,0.25,0.38,0.29,0,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,,a,,shopping_cart_link,0.0,0.0,0.32,0,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,item_4_img_link,a,,,0.17,0.0,0.0,0,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,item_4_title_link,a,Sauce Labs Backpack,,0.23,0.33,0.0,0,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,item_0_img_link,a,,,0.17,0.0,0.0,0,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,item_0_title_link,a,Sauce Labs Bike Light,,0.23,0.25,0.0,0,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,item_1_img_link,a,,,0.17,0.0,0.0,0,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,item_1_title_link,a,Sauce Labs Bolt T-Shirt,,0.23,0.35,0.0,0,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,item_5_img_link,a,,,0.17,0.0,0.0,0,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,item_5_title_link,a,Sauce Labs Fleece Jacket,,0.23,0.34,0.0,0,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,item_2_img_link,a,,,0.17,0.0,0.0,0,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,item_2_title_link,a,Sauce Labs Onesie,,0.23,0.21,0.0,0,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,item_3_img_link,a,,,0.17,0.0,0.0,0,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,item_3_title_link,a,Test.allTheThings() T-Shirt (Red),,0.23,0.23,0.0,0,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,,a,Twitter,,0.0,0.22,0.0,0,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,,a,Facebook,,0.0,0.21,0.0,0,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,,a,LinkedIn,,0.0,0.11,0.0,0,0
add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,,select,Name (A to Z)Name (Z to A)Price (low to high)Price (high to low),product_sort_container,0.0,0.21,0.36,0,0
inventory_sidebar_link,a,All Items,bm-item menu-item,react-burger-menu-btn,button,Open Menu,,0.28,0.22,0.0,0,0
inventory_sidebar_link,a,All Items,bm-item menu-item,react-burger-cross-btn,button,Close Menu,,0.27,0.32,0.0,0,0
inventory_sidebar_link,a,All Items,bm-item menu-item,add-to-cart-sauce-labs-backpack,button,Add to cart,btn btn_primary btn_small btn_inventory,0.3,0.3,0.29,0,0
inventory_sidebar_link,a,All Items,bm-item menu-item,add-to-cart-sauce-labs-bike-light,button,Add to cart,btn btn_primary btn_small btn_inventory,0.29,0.3,0.29,0,0
inventory_sidebar_link,a,All Items,bm-item menu-item,add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,0.28,0.3,0.29,0,0
inventory_sidebar_link,a,All Items,bm-item menu-item,add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,0.28,0.3,0.29,0,0
inventory_sidebar_link,a,All Items,bm-item menu-item,add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,0.27,0.3,0.29,0,0
inventory_sidebar_link,a,All Items,bm-item menu-item,add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,0.24,0.3,0.29,0,0
inventory_sidebar_link,a,All Items,bm-item menu-item,inventory_sidebar_link,a,All Items,bm-item menu-item,1.0,1.0,1.0,1,1
inventory_sidebar_link,a,All Items,bm-item menu-item,about_sidebar_link,a,About,bm-item menu-item,0.7,0.29,1.0,1,0
inventory_sidebar_link,a,All Items,bm-item menu-item,logout_sidebar_link,a,Logout,bm-item menu-item,0.68,0.27,1.0,1,0
inventory_sidebar_link,a,All Items,bm-item menu-item,reset_sidebar_link,a,Reset App State,bm-item menu-item,0.75,0.33,1.0,1,0
inventory_sidebar_link,a,All Items,bm-item menu-item,,a,,shopping_cart_link,0.0,0.0,0.17,1,0
inventory_sidebar_link,a,All Items,bm-item menu-item,item_4_img_link,a,,,0.49,0.0,0.0,1,0
inventory_sidebar_link,a,All Items,bm-item menu-item,item_4_title_link,a,Sauce Labs Backpack,,0.51,0.21,0.0,1,0
inventory_sidebar_link,a,All Items,bm-item menu-item,item_0_img_link,a,,,0.49,0.0,0.0,1,0
inventory_sidebar_link,a,All Items,bm-item menu-item,item_0_title_link,a,Sauce Labs Bike Light,,0.51,0.33,0.0,1,0
inventory_sidebar_link,a,All Items,bm-item menu-item,item_1_img_link,a,,,0.49,0.0,0.0,1,0
inventory_sidebar_link,a,All Items,bm-item menu-item,item_1_title_link,a,Sauce Labs Bolt T-Shirt,,0.51,0.38,0.0,1,0
inventory_sidebar_link,a,All Items,bm-item menu-item,item_5_img_link,a,,,0.49,0.0,0.0,1,0
inventory_sidebar_link,a,All Items,bm-item menu-item,item_5_title_link,a,Sauce Labs Fleece Jacket,,0.51,0.3,0.0,1,0
inventory_sidebar_link,a,All Items,bm-item menu-item,item_2_img_link,a,,,0.49,0.0,0.0,1,0
inventory_sidebar_link,a,All Items,bm-item menu-item,item_2_title_link,a,Sauce Labs Onesie,,0.51,0.38,0.0,1,0
inventory_sidebar_link,a,All Items,bm-item menu-item,item_3_img_link,a,,,0.49,0.0,0.0,1,0
inventory_sidebar_link,a,All Items,bm-item menu-item,item_3_title_link,a,Test.allTheThings() T-Shirt (Red),,0.51,0.33,0.0,1,0
inventory_sidebar_link,a,All Items,bm-item menu-item,,a,Twitter,,0.0,0.38,0.0,1,0
inventory_sidebar_link,a,All Items,bm-item menu-item,,a,Facebook,,0.0,0.24,0.0,1,0
inventory_sidebar_link,a,All Items,bm-item menu-item,,a,LinkedIn,,0.0,0.35,0.0,1,0
inventory_sidebar_link,a,All Items,bm-item menu-item,,select,Name (A to Z)Name (Z to A)Price (low to high)Price (high to low),product_sort_container,0.0,0.14,0.21,0,0
about_sidebar_link,a,About,bm-item menu-item,react-burger-menu-btn,button,Open Menu,,0.31,0.29,0.0,0,0
about_sidebar_link,a,About,bm-item menu-item,react-burger-cross-btn,button,Close Menu,,0.3,0.27,0.0,0,0
about_sidebar_link,a,About,bm-item menu-item,add-to-cart-sauce-labs-backpack,button,Add to cart,btn btn_primary btn_small btn_inventory,0.33,0.38,0.29,0,0
about_sidebar_link,a,About,bm-item menu-item,add-to-cart-sauce-labs-bike-light,button,Add to cart,btn btn_primary btn_small btn_inventory,0.31,0.38,0.29,0,0
about_sidebar_link,a,About,bm-item menu-item,add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,0.3,0.38,0.29,0,0
about_sidebar_link,a,About,bm-item menu-item,add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,0.3,0.38,0.29,0,0
about_sidebar_link,a,About,bm-item menu-item,add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,0.3,0.38,0.29,0,0
about_sidebar_link,a,About,bm-item menu-item,add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,0.25,0.38,0.29,0,0
about_sidebar_link,a,About,bm-item menu-item,inventory_sidebar_link,a,All Items,bm-item menu-item,0.7,0.29,1.0,1,0
about_sidebar_link,a,About,bm-item menu-item,about_sidebar_link,a,About,bm-item menu-item,1.0,1.0,1.0,1,1
about_sidebar_link,a,About,bm-item menu-item,logout_sidebar_link,a,Logout,bm-item menu-item,0.86,0.55,1.0,1,0
about_sidebar_link,a,About,bm-item menu-item,reset_sidebar_link,a,Reset App State,bm-item menu-item,0.78,0.2,1.0,1,0
about_sidebar_link,a,About,bm-item menu-item,,a,,shopping_cart_link,0.0,0.0,0.17,1,0
about_sidebar_link,a,About,bm-item menu-item,item_4_img_link,a,,,0.48,0.0,0.0,1,0
about_sidebar_link,a,About,bm-item menu-item,item_4_title_link,a,Sauce Labs Backpack,,0.51,0.17,0.0,1,0
about_sidebar_link,a,About,bm-item menu-item,item_0_img_link,a,,,0.48,0.0,0.0,1,0
about_sidebar_link,a,About,bm-item menu-item,item_0_title_link,a,Sauce Labs Bike Light,,0.51,0.23,0.0,1,0
about_sidebar_link,a,About,bm-item menu-item,item_1_img_link,a,,,0.48,0.0,0.0,1,0
about_sidebar_link,a,About,bm-item menu-item,item_1_title_link,a,Sauce Labs Bolt T-Shirt,,0.51,0.29,0.0,1,0
about_sidebar_link,a,About,bm-item menu-item,item_5_img_link,a,,,0.48,0.0,0.0,1,0
about_sidebar_link,a,About,bm-item menu-item,item_5_title_link,a,Sauce Labs Fleece Jacket,,0.51,0.21,0.0,1,0
about_sidebar_link,a,About,bm-item menu-item,item_2_img_link,a,,,0.48,0.0,0.0,1,0
about_sidebar_link,a,About,bm-item menu-item,item_2_title_link,a,Sauce Labs Onesie,,0.51,0.27,0.0,1,0
about_sidebar_link,a,About,bm-item menu-item,item_3_img_link,a,,,0.48,0.0,0.0,1,0
about_sidebar_link,a,About,bm-item menu-item,item_3_title_link,a,Test.allTheThings() T-Shirt (Red),,0.51,0.11,0.0,1,0
about_sidebar_link,a,About,bm-item menu-item,,a,Twitter,,0.0,0.17,0.0,1,0
about_sidebar_link,a,About,bm-item menu-item,,a,Facebook,,0.0,0.46,0.0,1,0
about_sidebar_link,a,About,bm-item menu-item,,a,LinkedIn,,0.0,0.0,0.0,1,0
about_sidebar_link,a,About,bm-item menu-item,,select,Name (A to Z)Name (Z to A)Price (low to high)Price (high to low),product_sort_container,0.0,0.09,0.21,0,0
logout_sidebar_link,a,Logout,bm-item menu-item,react-burger-menu-btn,button,Open Menu,,0.2,0.27,0.0,0,0
logout_sidebar_link,a,Logout,bm-item menu-item,react-burger-cross-btn,button,Close Menu,,0.24,0.38,0.0,0,0
logout_sidebar_link,a,Logout,bm-item menu-item,add-to-cart-sauce-labs-backpack,button,Add to cart,btn btn_primary btn_small btn_inventory,0.28,0.24,0.29,0,0
logout_sidebar_link,a,Logout,bm-item menu-item,add-to-cart-sauce-labs-bike-light,button,Add to cart,btn btn_primary btn_small btn_inventory,0.27,0.24,0.29,0,0
logout_sidebar_link,a,Logout,bm-item menu-item,add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,0.26,0.24,0.29,0,0
logout_sidebar_link,a,Logout,bm-item menu-item,add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,0.25,0.24,0.29,0,0
logout_sidebar_link,a,Logout,bm-item menu-item,add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,0.25,0.24,0.29,0,0
logout_sidebar_link,a,Logout,bm-item menu-item,add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,0.22,0.24,0.29,0,0
logout_sidebar_link,a,Logout,bm-item menu-item,inventory_sidebar_link,a,All Items,bm-item menu-item,0.68,0.27,1.0,1,0
logout_sidebar_link,a,Logout,bm-item menu-item,about_sidebar_link,a,About,bm-item menu-item,0.86,0.55,1.0,1,0
logout_sidebar_link,a,Logout,bm-item menu-item,logout_sidebar_link,a,Logout,bm-item menu-item,1.0,1.0,1.0,1,1
logout_sidebar_link,a,Logout,bm-item menu-item,reset_sidebar_link,a,Reset App State,bm-item menu-item,0.76,0.1,1.0,1,0
logout_sidebar_link,a,Logout,bm-item menu-item,,a,,shopping_cart_link,0.0,0.0,0.17,1,0
logout_sidebar_link,a,Logout,bm-item menu-item,item_4_img_link,a,,,0.47,0.0,0.0,1,0
logout_sidebar_link,a,Logout,bm-item menu-item,item_4_title_link,a,Sauce Labs Backpack,,0.5,0.08,0.0,1,0
logout_sidebar_link,a,Logout,bm-item menu-item,item_0_img_link,a,,,0.47,0.0,0.0,1,0
logout_sidebar_link,a,Logout,bm-item menu-item,item_0_title_link,a,Sauce Labs Bike Light,,0.5,0.22,0.0,1,0
logout_sidebar_link,a,Logout,bm-item menu-item,item_1_img_link,a,,,0.47,0.0,0.0,1,0
logout_sidebar_link,a,Logout,bm-item menu-item,item_1_title_link,a,Sauce Labs Bolt T-Shirt,,0.5,0.21,0.0,1,0
logout_sidebar_link,a,Logout,bm-item menu-item,item_5_img_link,a,,,0.47,0.0,0.0,1,0
logout_sidebar_link,a,Logout,bm-item menu-item,item_5_title_link,a,Sauce Labs Fleece Jacket,,0.5,0.13,0.0,1,0
logout_sidebar_link,a,Logout,bm-item menu-item,item_2_img_link,a,,,0.47,0.0,0.0,1,0
logout_sidebar_link,a,Logout,bm-item menu-item,item_2_title_link,a,Sauce Labs Onesie,,0.5,0.17,0.0,1,0
logout_sidebar_link,a,Logout,bm-item menu-item,item_3_img_link,a,,,0.47,0.0,0.0,1,0
logout_sidebar_link,a,Logout,bm-item menu-item,item_3_title_link,a,Test.allTheThings() T-Shirt (Red),,0.5,0.15,0.0,1,0
logout_sidebar_link,a,Logout,bm-item menu-item,,a,Twitter,,0.0,0.15,0.0,1,0
logout_sidebar_link,a,Logout,bm-item menu-item,,a,Facebook,,0.0,0.29,0.0,1,0
logout_sidebar_link,a,Logout,bm-item menu-item,,a,LinkedIn,,0.0,0.14,0.0,1,0
logout_sidebar_link,a,Logout,bm-item menu-item,,select,Name (A to Z)Name (Z to A)Price (low to high)Price (high to low),product_sort_container,0.0,0.11,0.21,0,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,react-burger-menu-btn,button,Open Menu,,0.31,0.25,0.0,0,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,react-burger-cross-btn,button,Close Menu,,0.3,0.32,0.0,0,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,add-to-cart-sauce-labs-backpack,button,Add to cart,btn btn_primary btn_small btn_inventory,0.29,0.38,0.29,0,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,add-to-cart-sauce-labs-bike-light,button,Add to cart,btn btn_primary btn_small btn_inventory,0.31,0.38,0.29,0,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,0.26,0.38,0.29,0,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,0.26,0.38,0.29,0,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,0.3,0.38,0.29,0,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,0.25,0.38,0.29,0,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,inventory_sidebar_link,a,All Items,bm-item menu-item,0.75,0.33,1.0,1,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,about_sidebar_link,a,About,bm-item menu-item,0.78,0.2,1.0,1,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,logout_sidebar_link,a,Logout,bm-item menu-item,0.76,0.1,1.0,1,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,reset_sidebar_link,a,Reset App State,bm-item menu-item,1.0,1.0,1.0,1,1
reset_sidebar_link,a,Reset App State,bm-item menu-item,,a,,shopping_cart_link,0.0,0.0,0.17,1,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,item_4_img_link,a,,,0.48,0.0,0.0,1,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,item_4_title_link,a,Sauce Labs Backpack,,0.51,0.35,0.0,1,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,item_0_img_link,a,,,0.48,0.0,0.0,1,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,item_0_title_link,a,Sauce Labs Bike Light,,0.51,0.33,0.0,1,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,item_1_img_link,a,,,0.48,0.0,0.0,1,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,item_1_title_link,a,Sauce Labs Bolt T-Shirt,,0.51,0.37,0.0,1,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,item_5_img_link,a,,,0.48,0.0,0.0,1,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,item_5_title_link,a,Sauce Labs Fleece Jacket,,0.51,0.36,0.0,1,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,item_2_img_link,a,,,0.48,0.0,0.0,1,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,item_2_title_link,a,Sauce Labs Onesie,,0.51,0.44,0.0,1,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,item_3_img_link,a,,,0.48,0.0,0.0,1,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,item_3_title_link,a,Test.allTheThings() T-Shirt (Red),,0.51,0.33,0.0,1,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,,a,Twitter,,0.0,0.36,0.0,1,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,,a,Facebook,,0.0,0.17,0.0,1,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,,a,LinkedIn,,0.0,0.09,0.0,1,0
reset_sidebar_link,a,Reset App State,bm-item menu-item,,select,Name (A to Z)Name (Z to A)Price (low to high)Price (high to low),product_sort_container,0.0,0.23,0.21,0,0
,a,,shopping_cart_link,react-burger-menu-btn,button,Open Menu,,0.0,0.0,0.0,0,0
,a,,shopping_cart_link,react-burger-cross-btn,button,Close Menu,,0.0,0.0,0.0,0,0
,a,,shopping_cart_link,add-to-cart-sauce-labs-backpack,button,Add to cart,btn btn_primary btn_small btn_inventory,0.0,0.0,0.32,0,0
,a,,shopping_cart_link,add-to-cart-sauce-labs-bike-light,button,Add to cart,btn btn_primary btn_small btn_inventory,0.0,0.0,0.32,0,0
,a,,shopping_cart_link,add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,0.0,0.0,0.32,0,0
,a,,shopping_cart_link,add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,0.0,0.0,0.32,0,0
,a,,shopping_cart_link,add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,0.0,0.0,0.32,0,0
,a,,shopping_cart_link,add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,0.0,0.0,0.32,0,0
,a,,shopping_cart_link,inventory_sidebar_link,a,All Items,bm-item menu-item,0.0,0.0,0.17,1,0
,a,,shopping_cart_link,about_sidebar_link,a,About,bm-item menu-item,0.0,0.0,0.17,1,0
,a,,shopping_cart_link,logout_sidebar_link,a,Logout,bm-item menu-item,0.0,0.0,0.17,1,0
,a,,shopping_cart_link,reset_sidebar_link,a,Reset App State,bm-item menu-item,0.0,0.0,0.17,1,0
,a,,shopping_cart_link,,a,,shopping_cart_link,1.0,1.0,1.0,1,1
,a,,shopping_cart_link,item_4_img_link,a,,,0.0,1.0,0.0,1,0
,a,,shopping_cart_link,item_4_title_link,a,Sauce Labs Backpack,,0.0,0.0,0.0,1,0
,a,,shopping_cart_link,item_0_img_link,a,,,0.0,1.0,0.0,1,0
,a,,shopping_cart_link,item_0_title_link,a,Sauce Labs Bike Light,,0.0,0.0,0.0,1,0
,a,,shopping_cart_link,item_1_img_link,a,,,0.0,1.0,0.0,1,0
,a,,shopping_cart_link,item_1_title_link,a,Sauce Labs Bolt T-Shirt,,0.0,0.0,0.0,1,0
,a,,shopping_cart_link,item_5_img_link,a,,,0.0,1.0,0.0,1,0
,a,,shopping_cart_link,item_5_title_link,a,Sauce Labs Fleece Jacket,,0.0,0.0,0.0,1,0
